"Gene.stable.ID","Gene.name"
"ENSMUSG00000088877","Gm25860"
"ENSMUSG00000109196","Gm44715"
"ENSMUSG00000051515","Fam181b"
"ENSMUSG00000111120","Gm49332"
"ENSMUSG00000002068","Ccne1"
"ENSMUSG00000037376","Trmt6"
"ENSMUSG00000049353","Rd3"
"ENSMUSG00000108154","Gm44033"
"ENSMUSG00000108137","Gm44053"
"ENSMUSG00000030298","Sec13"
"ENSMUSG00000092261","Gm20519"
"ENSMUSG00000032182","Yipf2"
"ENSMUSG00000131327","Gm52123"
"ENSMUSG00000131336","Gm31951"
"ENSMUSG00000099966","2810402E24Rik"
"ENSMUSG00000131384","Gm62840"
"ENSMUSG00000131394","Gm34361"
"ENSMUSG00000102915","Gm32460"
"ENSMUSG00002076930","Gm56314"
"ENSMUSG00000088634","Gm24958"
"ENSMUSG00000041895","Wipi1"
"ENSMUSG00000026637","Traf5"
"ENSMUSG00000131399","Gm62841"
"ENSMUSG00000031512","Tex29"
"ENSMUSG00000131418","Gm62842"
"ENSMUSG00000131431","Gm62843"
"ENSMUSG00000030302","Atp2b2"
"ENSMUSG00000131451","Gm62844"
"ENSMUSG00000115529","9630013A20Rik"
"ENSMUSG00000093003","Mir3473c"
"ENSMUSG00000103653","Gstp-ps"
"ENSMUSG00000004952","Rasa4"
"ENSMUSG00000032997","Chpf"
"ENSMUSG00000105229","Gm43149"
"ENSMUSG00000104874","Gm43387"
"ENSMUSG00000027848","Olfml3"
"ENSMUSG00000034871","Fam151a"
"ENSMUSG00000090350","Gm17148"
"ENSMUSG00000091941","Gm7399"
"ENSMUSG00000115222","Gm49747"
"ENSMUSG00000101899","Gm29175"
"ENSMUSG00000118697","Gm23803"
"ENSMUSG00000120935","Gm56998"
"ENSMUSG00000131492","Gm31981"
"ENSMUSG00002076452","Gm54669"
"ENSMUSG00000020109","Dnajb12"
"ENSMUSG00000110160","Gm45560"
"ENSMUSG00000096014","Sox1"
"ENSMUSG00000102242","Gm37719"
"ENSMUSG00000102667","Gm19901"
"ENSMUSG00000131504","Gm62845"
"ENSMUSG00000103473","Gm37696"
"ENSMUSG00000131512","Gm41130"
"ENSMUSG00000036894","Rap2b"
"ENSMUSG00000131520","Gm52145"
"ENSMUSG00000048429","Timm29"
"ENSMUSG00000098208","Gm8349"
"ENSMUSG00000104135","Gm36953"
"ENSMUSG00000115774","4933431J24Rik"
"ENSMUSG00000027907","S100a11"
"ENSMUSG00000111812","Gm7904"
"ENSMUSG00002075906","Gm54672"
"ENSMUSG00000088478","Mir1946b"
"ENSMUSG00000010435","Spaca7"
"ENSMUSG00002075151","Gm56174"
"ENSMUSG00000032193","Ldlr"
"ENSMUSG00000026211","Obsl1"
"ENSMUSG00000103031","Gm29950"
"ENSMUSG00000041959","S100a10"
"ENSMUSG00000034853","Acot11"
"ENSMUSG00000033850","Or9g4b"
"ENSMUSG00000103406","Gm5541"
"ENSMUSG00000104470","Gm38207"
"ENSMUSG00000131535","Gm62855"
"ENSMUSG00000103362","Tdpoz2"
"ENSMUSG00000094084","Tdpoz1"
"ENSMUSG00000027502","Rtf2"
"ENSMUSG00000131549","Gm62856"
"ENSMUSG00000131563","Gm62857"
"ENSMUSG00000104144","Gm55943"
"ENSMUSG00000131577","Gm62858"
"ENSMUSG00000103350","Tdpoz6"
"ENSMUSG00000131582",""
"ENSMUSG00000104229","Gm18433"
"ENSMUSG00000102511","Gm38086"
"ENSMUSG00000103210","Gm5852"
"ENSMUSG00000000759","Tubgcp3"
"ENSMUSG00000068879","Gm5773"
"ENSMUSG00000028089","Chd1l"
"ENSMUSG00000089230","Gm22203"
"ENSMUSG00000108332","D530033B14Rik"
"ENSMUSG00000120332","Gm34499"
"ENSMUSG00000054676","1600014C10Rik"
"ENSMUSG00000023723","Mrps23"
"ENSMUSG00000131595","Gm62859"
"ENSMUSG00000131628","Gm62860"
"ENSMUSG00000131670","Gm62861"
"ENSMUSG00000097303","3110083C13Rik"
"ENSMUSG00000131671","Gm62862"
"ENSMUSG00000115001","4930474H20Rik"
"ENSMUSG00000037202","Prf1"
"ENSMUSG00000074569","Gcnt7"
"ENSMUSG00000131734","Gm62863"
"ENSMUSG00000131775","Gm62864"
"ENSMUSG00000061488","Rpl27a-ps1"
"ENSMUSG00000131815","Gm62865"
"ENSMUSG00000131827","Gm62866"
"ENSMUSG00000020092","Pald1"
"ENSMUSG00000087535","Zmiz1os1"
"ENSMUSG00000027505","Fam209"
"ENSMUSG00000081344","Gm14303"
"ENSMUSG00000059873","Or5m11b"
"ENSMUSG00000074170","Plekhf1"
"ENSMUSG00000044923","Or5m5"
"ENSMUSG00000030423","Pop4"
"ENSMUSG00000027353","Mcm8"
"ENSMUSG00000020612","Prkar1a"
"ENSMUSG00000115575","Gm49024"
"ENSMUSG00000131851","Gm62872"
"ENSMUSG00000131857","Gm62873"
"ENSMUSG00000131864","Gm32645"
"ENSMUSG00000112256","Gm48077"
"ENSMUSG00000074476","Spc24"
"ENSMUSG00000112875","Gm48074"
"ENSMUSG00000037171","Nodal"
"ENSMUSG00000115313","Gm48941"
"ENSMUSG00000105004","Gm43075"
"ENSMUSG00000028088","Fmo5"
"ENSMUSG00000020091","Eif4ebp2"
"ENSMUSG00000075463","4930594M22Rik"
"ENSMUSG00000034201","Gas2l1"
"ENSMUSG00000081110","Gm12745"
"ENSMUSG00000112229","Gm48086"
"ENSMUSG00000083957","Gm12742"
"ENSMUSG00000131884","Gm62876"
"ENSMUSG00000081734","Gm12740"
"ENSMUSG00000037151","Lrrc20"
"ENSMUSG00000048351","Coa7"
"ENSMUSG00000101410","Gm28581"
"ENSMUSG00000131901","Gm32379"
"ENSMUSG00000100374","Gm4451"
"ENSMUSG00000131910","Gm33769"
"ENSMUSG00000119433","Gm22638"
"ENSMUSG00000070815","Vmn1r87"
"ENSMUSG00000114232","Gm17747"
"ENSMUSG00000112080","Gm47595"
"ENSMUSG00000032194","Kank2"
"ENSMUSG00000112058","Gm47593"
"ENSMUSG00000051703","Tmem198"
"ENSMUSG00000109830","Gm7965"
"ENSMUSG00000131947","Gm62877"
"ENSMUSG00000117853","Vmn1r88"
"ENSMUSG00000131989","Gm62878"
"ENSMUSG00000059816","Shisal2a"
"ENSMUSG00000132011","Gm62879"
"ENSMUSG00000112710","Gm17829"
"ENSMUSG00000112255","Gm47594"
"ENSMUSG00000048261","Gm4879"
"ENSMUSG00000028597","Gpx7"
"ENSMUSG00000101792","Gm28447"
"ENSMUSG00000114709","Gm47920"
"ENSMUSG00000020090","Npffr1"
"ENSMUSG00000109911","Gm45525"
"ENSMUSG00000115359","Gm49779"
"ENSMUSG00000095629","Vmn1r89"
"ENSMUSG00000132064","Gm62880"
"ENSMUSG00000038205","Prkab2"
"ENSMUSG00000132104","Gm62881"
"ENSMUSG00000020089","Ppa1"
"ENSMUSG00000083255","Gm12738"
"ENSMUSG00000132118","Gm36674"
"ENSMUSG00000034610","Tut4"
"ENSMUSG00000132133","Gm52093"
"ENSMUSG00000092427","Vmn1r-ps69"
"ENSMUSG00000033847","Pla2g4c"
"ENSMUSG00000132134","Gm62882"
"ENSMUSG00000032968","Inha"
"ENSMUSG00000132137","Gm62883"
"ENSMUSG00000132175","Gm62884"
"ENSMUSG00000132205","Gm62885"
"ENSMUSG00000132213","Gm62886"
"ENSMUSG00000132272","Gm62887"
"ENSMUSG00000114441","Gm33472"
"ENSMUSG00000082745","Gm15181"
"ENSMUSG00000026213","Stk11ip"
"ENSMUSG00000043267","Or5m8"
"ENSMUSG00002075408","Gm56207"
"ENSMUSG00000086656","Gm15701"
"ENSMUSG00000042796","Or5m3"
"ENSMUSG00000099003","Mir7035"
"ENSMUSG00000039771","Polr2j"
"ENSMUSG00000132307","Gm62888"
"ENSMUSG00000114720","Gm41162"
"ENSMUSG00000038170","Pde4dip"
"ENSMUSG00002076620","Gm54683"
"ENSMUSG00000045392","Or5m3b"
"ENSMUSG00000031441","Atp11a"
"ENSMUSG00000132381","Gm62890"
"ENSMUSG00000057191","AB124611"
"ENSMUSG00000132402","Gm62892"
"ENSMUSG00000086341","Gm15932"
"ENSMUSG00000034209","Rasl10a"
"ENSMUSG00000132432","Gm62895"
"ENSMUSG00000020088","Sar1a"
"ENSMUSG00000053588","A730061H03Rik"
"ENSMUSG00000132525","Gm32121"
"ENSMUSG00000132536","Gm62896"
"ENSMUSG00000028640","Tfap2c"
"ENSMUSG00000132564","Gm62897"
"ENSMUSG00000132576","Gm62898"
"ENSMUSG00000114577","Gm35217"
"ENSMUSG00000132618","Gm62899"
"ENSMUSG00000132629","Gm62900"
"ENSMUSG00000105349","Gm43604"
"ENSMUSG00000132637","Gm62901"
"ENSMUSG00000020614","Fam20a"
"ENSMUSG00000132679","Gm36924"
"ENSMUSG00000097587","4930578M01Rik"
"ENSMUSG00000029703","Lrwd1"
"ENSMUSG00000132683","Gm62902"
"ENSMUSG00000132690","Gm62903"
"ENSMUSG00000132693","Gm62904"
"ENSMUSG00000132719","Gm62909"
"ENSMUSG00000132735","Gm62912"
"ENSMUSG00000115120","4930425P05Rik"
"ENSMUSG00000132747","Gm62916"
"ENSMUSG00000132788","Gm62917"
"ENSMUSG00000132795","Gm62918"
"ENSMUSG00000132819","Gm62919"
"ENSMUSG00000132835","Gm62920"
"ENSMUSG00000115257","Gm30467"
"ENSMUSG00000099751","1700022A22Rik"
"ENSMUSG00000132867","Gm62921"
"ENSMUSG00000115719","4930538L07Rik"
"ENSMUSG00000056880","Gadl1"
"ENSMUSG00000118825","Gm24967"
"ENSMUSG00000083783","Gm12739"
"ENSMUSG00000065299","Gm23138"
"ENSMUSG00000085093","Gm12737"
"ENSMUSG00000089887","4930428N03Rik"
"ENSMUSG00000087714","Gm25827"
"ENSMUSG00000084593","Gm22345"
"ENSMUSG00000063800","Prpf38a"
"ENSMUSG00000100552","Gm29019"
"ENSMUSG00000085734","Gm11684"
"ENSMUSG00000058806","Col13a1"
"ENSMUSG00000020617","1700012B07Rik"
"ENSMUSG00000100603","1700129L04Rik"
"ENSMUSG00000102091","Or5m9"
"ENSMUSG00000108297","Gm44167"
"ENSMUSG00000087053","Gm15082"
"ENSMUSG00000087083","Gm15083"
"ENSMUSG00002075929","Gm56447"
"ENSMUSG00000099820","Or5m9b"
"ENSMUSG00000107540","Gm43911"
"ENSMUSG00000107474","Gm43932"
"ENSMUSG00000108186","Gm8132"
"ENSMUSG00000075205","Or8u10"
"ENSMUSG00000076548","Igkv4-69"
"ENSMUSG00000132902","Gm36429"
"ENSMUSG00000076549","Igkv4-68"
"ENSMUSG00000104697","Igkv12-67"
"ENSMUSG00000132909","Gm62926"
"ENSMUSG00000083594","Gm13722"
"ENSMUSG00000088675","Rprl1"
"ENSMUSG00000075204","Or5al5"
"ENSMUSG00000087139","Gm11683"
"ENSMUSG00000106222","Rprl1"
"ENSMUSG00000105110","Igkv12-66"
"ENSMUSG00000115138","Gm36899"
"ENSMUSG00000009079","Ewsr1"
"ENSMUSG00000028587","Orc1"
"ENSMUSG00000085829","Gm4285"
"ENSMUSG00000105883","Igkv4-65"
"ENSMUSG00000075203","Or5al6"
"ENSMUSG00000105747","Igkv13-64"
"ENSMUSG00000111802","Olfr1041-ps1"
"ENSMUSG00000038203","Hoxa13"
"ENSMUSG00000075202","Or5al1"
"ENSMUSG00000048628","4930542C16Rik"
"ENSMUSG00000056215","Lrguk"
"ENSMUSG00000075201","Or5al7"
"ENSMUSG00000115177","4930523O13Rik"
"ENSMUSG00000027357","Crls1"
"ENSMUSG00000132960","Gm62929"
"ENSMUSG00000132962","Gm62930"
"ENSMUSG00000133008","Gm62931"
"ENSMUSG00000039754","Alkbh4"
"ENSMUSG00000082059","Gm15183"
"ENSMUSG00000006576","Slc4a3"
"ENSMUSG00000064622","Gm22304"
"ENSMUSG00000055069","Rab39"
"ENSMUSG00000032030","Cul5"
"ENSMUSG00000074128","Gm10631"
"ENSMUSG00000110674","Gm45892"
"ENSMUSG00000110638","Gm45887"
"ENSMUSG00000110551","Gm45750"
"ENSMUSG00000039747","Orai2"
"ENSMUSG00000035824","Tk2"
"ENSMUSG00000133020","Gm62937"
"ENSMUSG00000133052","Gm62939"
"ENSMUSG00000133080","Gm62940"
"ENSMUSG00000133098","Gm62942"
"ENSMUSG00000133118","Gm62945"
"ENSMUSG00000074547","Rps8-ps4"
"ENSMUSG00002074998","Gm56437"
"ENSMUSG00000133199","Gm62946"
"ENSMUSG00000108293","Pla2g4c-ps"
"ENSMUSG00000133307","Gm62947"
"ENSMUSG00000028582","Cc2d1b"
"ENSMUSG00000133346","Gm62949"
"ENSMUSG00000109929","Gm45268"
"ENSMUSG00002076915","Gm56438"
"ENSMUSG00000133349","Gm62950"
"ENSMUSG00000005649","Cabp5"
"ENSMUSG00000133359","Gm62951"
"ENSMUSG00000097310","A930038B10Rik"
"ENSMUSG00000039737","Prkrip1"
"ENSMUSG00000034275","Igsf9b"
"ENSMUSG00000115317","Gm32618"
"ENSMUSG00000018999","Slc35b4"
"ENSMUSG00000107945","Rpl7a-ps14"
"ENSMUSG00000074378","Bsph1"
"ENSMUSG00000133372","Gm62955"
"ENSMUSG00000133382","Gm62956"
"ENSMUSG00000133384","Gm62957"
"ENSMUSG00000097794","Lichi"
"ENSMUSG00000115693","1700085D07Rik"
"ENSMUSG00000116010","Gm36026"
"ENSMUSG00000116097","Gm36738"
"ENSMUSG00000115186","Gm49417"
"ENSMUSG00000120284","Gm56714"
"ENSMUSG00000107687","Gm44254"
"ENSMUSG00000075200","Or8u9"
"ENSMUSG00000121873","Gm63609"
"ENSMUSG00000106243","Gm5050"
"ENSMUSG00000098644","Bsph2-ps"
"ENSMUSG00000005057","Sh2b2"
"ENSMUSG00000083626","Gm4459"
"ENSMUSG00000056777","Rpl21-ps13"
"ENSMUSG00000075199","Or8u8"
"ENSMUSG00000109905","Gm7380"
"ENSMUSG00000098619","Mir6401"
"ENSMUSG00000025475","Adgra1"
"ENSMUSG00000075198","Or8j3"
"ENSMUSG00000114693","Gm41177"
"ENSMUSG00000043110","Lrrn4"
"ENSMUSG00000075197","Or8k1"
"ENSMUSG00000110920","Gm48858"
"ENSMUSG00000031991","Spata19"
"ENSMUSG00000075196","Or8k3"
"ENSMUSG00000109710","Gm4974"
"ENSMUSG00000075195","Or8k17"
"ENSMUSG00000047751","Utf1"
"ENSMUSG00000075194","Or8k18"
"ENSMUSG00000105165","Mir7686"
"ENSMUSG00000065502","Mir202"
"ENSMUSG00000083969","Or8k1d-ps1"
"ENSMUSG00000073795","Spef1l"
"ENSMUSG00000054400","Cklf"
"ENSMUSG00000029705","Cux1"
"ENSMUSG00000075193","Or8k20"
"ENSMUSG00000083244","Gm15180"
"ENSMUSG00000102912","Gm20731"
"ENSMUSG00000099692","Gm5696"
"ENSMUSG00000091985","Gm17354"
"ENSMUSG00000041670","Rims1"
"ENSMUSG00000034557","Zfyve9"
"ENSMUSG00000133402","Gm52101"
"ENSMUSG00000047149","Or5j3"
"ENSMUSG00000133416","Gm62972"
"ENSMUSG00000133434","Gm62974"
"ENSMUSG00000027356","Fermt1"
"ENSMUSG00000032310","Cyp1a2"
"ENSMUSG00000001642","Akr1b1"
"ENSMUSG00000114658","Gm30008"
"ENSMUSG00000025473","Adam8"
"ENSMUSG00000115109","Gm49032"
"ENSMUSG00000133463","Gm62986"
"ENSMUSG00000133477","Gm53866"
"ENSMUSG00000112574","Gm5750"
"ENSMUSG00000133513","Gm62987"
"ENSMUSG00000105703","Gm43305"
"ENSMUSG00000032315","Cyp1a1"
"ENSMUSG00000112018","Gm47919"
"ENSMUSG00000046687","Gm5424"
"ENSMUSG00000115835","Gm41253"
"ENSMUSG00000074127","Cmtm2a"
"ENSMUSG00000020083","Fam241b"
"ENSMUSG00000133618","Gm62989"
"ENSMUSG00000133619","Gm62991"
"ENSMUSG00000133668","Gm62994"
"ENSMUSG00000098381","Mir7225"
"ENSMUSG00000105245","Gm31305"
"ENSMUSG00000086557","Gm15999"
"ENSMUSG00000027879","Sec22b"
"ENSMUSG00000075192","Or8k21"
"ENSMUSG00000097997","Gm27017"
"ENSMUSG00000083864","Gm13719"
"ENSMUSG00000084393","Gm14101"
"ENSMUSG00000096086","Gm4761"
"ENSMUSG00000075190","Or8k22"
"ENSMUSG00000107508","Gm44083"
"ENSMUSG00000065050","Gm25704"
"ENSMUSG00000082940","Gm14103"
"ENSMUSG00000111716","Gm48554"
"ENSMUSG00000049093","Il23r"
"ENSMUSG00000083689","Gm14094"
"ENSMUSG00000098578","Gm27449"
"ENSMUSG00000082374","Gm12741"
"ENSMUSG00000075189","Or8k53"
"ENSMUSG00000031876","Gm45711"
"ENSMUSG00000028568","Btf3l4"
"ENSMUSG00000038957","Edc3"
"ENSMUSG00000087585","Gm14100"
"ENSMUSG00000035785","Cmtm2b"
"ENSMUSG00000133743","Gm63005"
"ENSMUSG00000133770",""
"ENSMUSG00000075188","Or8k23"
"ENSMUSG00000055138","Gm4861"
"ENSMUSG00000075187","Or8j3b"
"ENSMUSG00002076808","Gm55395"
"ENSMUSG00000046818","Ddit4l"
"ENSMUSG00000105650","Gm42889"
"ENSMUSG00000110600","Gm45878"
"ENSMUSG00000027358","Bmp2"
"ENSMUSG00000031875","Cmtm3"
"ENSMUSG00000051397","Tacstd2"
"ENSMUSG00000044312","Neurog3"
"ENSMUSG00000133774","Gm63007"
"ENSMUSG00000076501","Igkv2-137"
"ENSMUSG00000133798","Gm41232"
"ENSMUSG00000133808","Gm63008"
"ENSMUSG00000065012","Gm23507"
"ENSMUSG00000000278","Scpep1"
"ENSMUSG00000133817","Gm46464"
"ENSMUSG00000037031","Tspan15"
"ENSMUSG00000093338","Mir3090"
"ENSMUSG00000119228","Gm25258"
"ENSMUSG00000105325","Gm30946"
"ENSMUSG00000075186","Or8k24"
"ENSMUSG00000133826","Gm35196"
"ENSMUSG00000106122","Gm42610"
"ENSMUSG00000104819","4930515G16Rik"
"ENSMUSG00000114504","Gm48321"
"ENSMUSG00000064460","Gm25080"
"ENSMUSG00000111384","Or8y1-ps1"
"ENSMUSG00000099011","Mir6380"
"ENSMUSG00000104931","Igkv1-136"
"ENSMUSG00000037894","H2az1"
"ENSMUSG00000111010","Gm20734"
"ENSMUSG00000100458","Olfr1060-ps1"
"ENSMUSG00000097218","Gm26552"
"ENSMUSG00000096336","Igkv1-135"
"ENSMUSG00000027261","Hao1"
"ENSMUSG00000032316","Clk3"
"ENSMUSG00000030330","Ing4"
"ENSMUSG00000133869","Gm63009"
"ENSMUSG00000133883","Gm63010"
"ENSMUSG00000133892","Gm63011"
"ENSMUSG00000133959","Gm63012"
"ENSMUSG00000114704","Gm48003"
"ENSMUSG00000028567","Txndc12"
"ENSMUSG00000115648","Gm49008"
"ENSMUSG00000099185","Mir7662"
"ENSMUSG00000020081","Tacr2"
"ENSMUSG00000134013","n-TRacg6"
"ENSMUSG00000134027","Gm63013"
"ENSMUSG00000134038","Gm63014"
"ENSMUSG00000057534","Elobl"
"ENSMUSG00000134077","Gm63015"
"ENSMUSG00000034723","Tmx4"
"ENSMUSG00000033983","Coil"
"ENSMUSG00000134079","Gm63016"
"ENSMUSG00000073775","Kti12"
"ENSMUSG00000037012","Hk1"
"ENSMUSG00000003411","Rab3b"
"ENSMUSG00000134122","Gm63017"
"ENSMUSG00000096188","Cmtm4"
"ENSMUSG00000134124","Gm63018"
"ENSMUSG00000134155","Gm3386"
"ENSMUSG00000100017","2410022M11Rik"
"ENSMUSG00000072589","Gm10371"
"ENSMUSG00000110486","Gm45877"
"ENSMUSG00000035770","Dync1li2"
"ENSMUSG00000081766","2210409E12Rik"
"ENSMUSG00000082699","Gm12736"
"ENSMUSG00000034175","Rhbdd3"
"ENSMUSG00000086483","8030443G20Rik"
"ENSMUSG00000106354","Gm42607"
"ENSMUSG00000081243","Gm14037"
"ENSMUSG00000106651","Gm42608"
"ENSMUSG00002076737","Gm55125"
"ENSMUSG00000083879","Gm14038"
"ENSMUSG00000068824","Or8k36"
"ENSMUSG00000119828","Gm25404"
"ENSMUSG00000053510","Nrdc"
"ENSMUSG00000090268","Spopfm3"
"ENSMUSG00000110804","Or8k37"
"ENSMUSG00000085006","BC021767"
"ENSMUSG00000075176","Or8k38"
"ENSMUSG00000134203","Gm30662"
"ENSMUSG00000134262","Gm63032"
"ENSMUSG00000075175","Or5t7"
"ENSMUSG00000068877","Selenbp2"
"ENSMUSG00000134272","Gm63034"
"ENSMUSG00000134286","Gm63036"
"ENSMUSG00000075174","Or8k3b"
"ENSMUSG00000114621","Gm31107"
"ENSMUSG00000110953","Or5n1-ps1"
"ENSMUSG00000111711","Or8k39"
"ENSMUSG00000108037","Gm44597"
"ENSMUSG00000075172","Or8k40"
"ENSMUSG00000134332","Gm63039"
"ENSMUSG00000134344","Gm63040"
"ENSMUSG00000111493","Or8e1-ps1"
"ENSMUSG00000134348","Gm63041"
"ENSMUSG00000111295","Or5av1-ps1"
"ENSMUSG00000134394","Gm63043"
"ENSMUSG00000134416","Gm63044"
"ENSMUSG00000072770","Acrbp"
"ENSMUSG00000047969","Or5t5"
"ENSMUSG00000134451","Gm35907"
"ENSMUSG00000115149","9330188P03Rik"
"ENSMUSG00000078420","Or5t18"
"ENSMUSG00000099381","Gm18303"
"ENSMUSG00000044213","Or5t9"
"ENSMUSG00000025993","Slc40a1"
"ENSMUSG00000075171","Or5t15"
"ENSMUSG00000086338","Or8h6"
"ENSMUSG00000075170","Or8h7"
"ENSMUSG00000075169","Or8h8"
"ENSMUSG00000111322","Gm48002"
"ENSMUSG00000075168","Or8h9"
"ENSMUSG00000070875","Or8h10"
"ENSMUSG00000103755","Gm37805"
"ENSMUSG00000102684","Gm37374"
"ENSMUSG00000120808","Gm57030"
"ENSMUSG00000075167","Or5t16"
"ENSMUSG00000120906","Gm57036"
"ENSMUSG00000120926","Gm57038"
"ENSMUSG00000120939","Gm57044"
"ENSMUSG00000111088","9430081H08Rik"
"ENSMUSG00000104881","Gm43711"
"ENSMUSG00000049843","Or5t17"
"ENSMUSG00000110689","Gm45731"
"ENSMUSG00000121050","Gm57047"
"ENSMUSG00000068876","Cgn"
"ENSMUSG00000052616","Terb1"
"ENSMUSG00000095194","Or8g22"
"ENSMUSG00000032606","Nicn1"
"ENSMUSG00000083147","Or8h11-ps1"
"ENSMUSG00000075166","Or8i2"
"ENSMUSG00000067714","Lpar5"
"ENSMUSG00000097822","Gm26655"
"ENSMUSG00000075165","Or5be3"
"ENSMUSG00000075164","Or5j1"
"ENSMUSG00000107761","2010008C14Rik"
"ENSMUSG00000134490","Gm63053"
"ENSMUSG00000098762","Mir7045"
"ENSMUSG00000088208","Gm23751"
"ENSMUSG00000037827","Gm5884"
"ENSMUSG00000134492","Gm63054"
"ENSMUSG00000107831","Gm44420"
"ENSMUSG00000107425","Gm44216"
"ENSMUSG00000075163","Or5aq1b"
"ENSMUSG00000110080","Gm6145"
"ENSMUSG00000030364","Clec2h"
"ENSMUSG00000110886","Olfr1108-ps1"
"ENSMUSG00000099946","Gm9496"
"ENSMUSG00000075161","Or5aq6"
"ENSMUSG00000070896","Rpl23a-ps1"
"ENSMUSG00000090682","Gm3852"
"ENSMUSG00000075160","Or5aq7"
"ENSMUSG00000098549","Gm5269"
"ENSMUSG00000089278","Gm24553"
"ENSMUSG00000062345","Serpinb2"
"ENSMUSG00000032607","Amt"
"ENSMUSG00000081610","Gm13733"
"ENSMUSG00000075159","Or5aq1"
"ENSMUSG00000075158","Or5as1"
"ENSMUSG00000081041","Nlk-ps1"
"ENSMUSG00000107495","Gm44215"
"ENSMUSG00000079299","Klrb1"
"ENSMUSG00000051177","Plcb1"
"ENSMUSG00000114925","Gm47212"
"ENSMUSG00000000275","Trim25"
"ENSMUSG00000102932","Gm38113"
"ENSMUSG00000060985","Tdrd5"
"ENSMUSG00000134534","Gm63056"
"ENSMUSG00000134537","Gm63057"
"ENSMUSG00000114570","Gm48058"
"ENSMUSG00000039461","Tcta"
"ENSMUSG00000040840","4930579G18Rik"
"ENSMUSG00000134602","Gm63058"
"ENSMUSG00000115100","Gm34934"
"ENSMUSG00000030361","Klrb1a"
"ENSMUSG00000007815","Rhoa"
"ENSMUSG00000085984","1700001G11Rik"
"ENSMUSG00000077633","Gm22148"
"ENSMUSG00000031878","Nae1"
"ENSMUSG00000099092","Mir7062"
"ENSMUSG00000025474","Tubgcp2"
"ENSMUSG00000000276","Dgke"
"ENSMUSG00000134639","Gm32497"
"ENSMUSG00000102554","Gm37568"
"ENSMUSG00000104208","Gm37401"
"ENSMUSG00000063856","Gpx1"
"ENSMUSG00000134646","Gm63068"
"ENSMUSG00000134671","Gm63070"
"ENSMUSG00000134685","Gm63071"
"ENSMUSG00000134686","Gm63073"
"ENSMUSG00000032612","Usp4"
"ENSMUSG00000134711","Gm63074"
"ENSMUSG00000102372","A430050A11Rik"
"ENSMUSG00000134737","Gm63076"
"ENSMUSG00000101086","Gm28651"
"ENSMUSG00000103705","4930518J20Rik"
"ENSMUSG00000046733","Gprc5a"
"ENSMUSG00000026602","Nphs2"
"ENSMUSG00000134754","Gm63079"
"ENSMUSG00000134763","Gm52116"
"ENSMUSG00000134764","Gm63081"
"ENSMUSG00000115321","Gm34060"
"ENSMUSG00000114196","Gm47547"
"ENSMUSG00000134804","Gm63082"
"ENSMUSG00000134817","Gm41212"
"ENSMUSG00000030205","Gprc5d"
"ENSMUSG00000134827","Gm63083"
"ENSMUSG00000084058","Gm15263"
"ENSMUSG00000134863","Gm63084"
"ENSMUSG00000005779","Psmb4"
"ENSMUSG00000034164","Emid1"
"ENSMUSG00000134947","Gm52111"
"ENSMUSG00000076444","Mir761"
"ENSMUSG00000134951","Gm36218"
"ENSMUSG00000029656","C8b"
"ENSMUSG00000108191","Gm29803"
"ENSMUSG00000134959","Gm63087"
"ENSMUSG00000042770","Hebp1"
"ENSMUSG00000134991","Gm63088"
"ENSMUSG00000120119","Gm41244"
"ENSMUSG00000088372","Gm22881"
"ENSMUSG00000108248","Gm34391"
"ENSMUSG00000108239","Gm19434"
"ENSMUSG00000087720","Gm26279"
"ENSMUSG00000068874","Selenbp1"
"ENSMUSG00000026601","Axdnd1"
"ENSMUSG00000030207","Fam234b"
"ENSMUSG00000135048","4930480K23Rik"
"ENSMUSG00000122073","Gm63610"
"ENSMUSG00000126163","Gm63611"
"ENSMUSG00000127176","Gm63612"
"ENSMUSG00000130774","Gm63613"
"ENSMUSG00000133330","Gm32499"
"ENSMUSG00000025470","Zfp511"
"ENSMUSG00000079407","1700110I01Rik"
"ENSMUSG00000134840","Gm63615"
"ENSMUSG00000136970","Gm63616"
"ENSMUSG00000097643","A130051J06Rik"
"ENSMUSG00000035031","C8a"
"ENSMUSG00000005774","Rfx5"
"ENSMUSG00000115699","Gm6961"
"ENSMUSG00000031883","Car7"
"ENSMUSG00000025469","Msx3"
"ENSMUSG00000025468","Caly"
"ENSMUSG00000078193","Rpl35rt"
"ENSMUSG00000121167","Gm56737"
"ENSMUSG00000115320","4930524C18Rik"
"ENSMUSG00000026600","Soat1"
"ENSMUSG00000135087","Gm63102"
"ENSMUSG00000135093","Gm63103"
"ENSMUSG00000135098","Gm63104"
"ENSMUSG00000115198","Gm49729"
"ENSMUSG00000091849","Gm17188"
"ENSMUSG00000030206","Gsg1"
"ENSMUSG00000051237","9230109A22Rik"
"ENSMUSG00000078612","Fyb2"
"ENSMUSG00000025467","Prap1"
"ENSMUSG00000110280","Gm45497"
"ENSMUSG00000048371","Pdp2"
"ENSMUSG00000115154","Gm49067"
"ENSMUSG00000072553","Gm525"
"ENSMUSG00000031881","Cdh16"
"ENSMUSG00000135115","Gm31003"
"ENSMUSG00000025466","Fuom"
"ENSMUSG00000135129","Gm63107"
"ENSMUSG00000135134","Gm63108"
